Index,SMILES,ST Gap,HL Gap,S1,T1
4827,Cc1cc(-c2cncc3c2[SiH2:2]c2ccncc2-3)cc(C)c1-c1ccc2c(c1)-c1cnccc1[SiH2:2]2,0.9697,4.565256578,3.9327,2.963
4828,Cc1cc(-c2ccc3c(c2)Oc2ccccc2O3)cc(C)c1-c1cncc2ccccc12,0.8141,3.875447588,3.5442,2.7301
4829,Cc1cc(-c2ccc3c(c2)sc2ncccc23)cc(C)c1-c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.0961,4.42457364,3.9695,2.8734
4830,Cc1cc(-c2cnc3sc4ncccc4c3c2)cc(C)c1-c1ccc(C#N)c(C#N)c1C#N,0.1249,3.494215874,3.1135,2.9886
4831,Cc1cc(-c2cnc3sc4ncccc4c3c2)cc(C)c1-c1ccc2c(c1)[nH]c1cnccc12,0.8042,4.284162816,3.8744,3.0702
4832,Cc1cc(P(c2ccccc2)c2ccccc2)cc(C)c1-c1cccc2ccccc12,1.4877,4.63818313,4.1839,2.6962
4833,Cc1cc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc(C)c1C1=CC(=O)C=CC1=O,0.0533,2.149156372,1.7488,1.6955
4834,Cc1cc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc(C)c1-c1cccc2cc3ccccc3cc12,1.4436,3.570952022,3.2403,1.7967
4835,Cc1cc(-n2c3ccccc3c(=O)c3ccccc32)cc(C)c1-c1ccc(C#N)c(C#N)c1,0.0423,3.165230048,2.8455,2.8032
4836,Cc1cc(N2c3ccccc3CCc3ccccc32)cc(C)c1-c1cnc2nccnc2n1,0.2666,2.863455622,2.4244,2.1578
4837,Cc1cc(N2c3ccccc3CCc3ccccc32)cc(C)c1-c1cccc2c1C(=O)C=CC2=O,0.0539,1.947519898,1.3974,1.3435
4838,Cc1cc(N2c3ccccc3CCc3ccccc32)cc(C)c1-c1c2ccoc2cc2ccoc12,0.9285,4.26402638,3.7082,2.7797
4839,Cc1cc(-n2c3c(C)cccc3c3cccc(C)c32)cc(C)c1-c1c(F)c(F)cc(F)c1F,0.2311,3.967966348,3.4064,3.1753
4840,Cc1cc(-n2c3c(C)cccc3c3cccc(C)c32)cc(C)c1-c1ccc(S(C)(=O)=O)cc1,0.4509,3.969326918,3.6265,3.1756
4841,Cc1cc(-n2c3c(C)cccc3c3cccc(C)c32)cc(C)c1-c1ccc2c(c1)[nH]c1ccccc12,0.7243,4.224297736,3.886,3.1617
4842,Cc1cc(-n2c3c(C)cccc3c3cccc(C)c32)cc(C)c1-c1ccc2c(c1)sc1ccccc12,0.5617,3.99055181,3.6923,3.1306
4843,Cc1cc(-c2ccc3c(c2)[CH2:2]c2cccnc2[SiH2:2]3)cc(C)c1-c1cccnc1,1.2712,4.949481546,4.4442,3.173
4844,Cc1cc(-c2ccc3c(c2)[CH2:2]c2cccnc2[SiH2:2]3)cc(C)c1-c1cncnc1,0.9488,4.934243162,4.11,3.1612
4845,Cc1cc(-c2ccc3c(c2)[CH2:2]c2ncccc2[SiH2:2]3)cc(C)c1-c1ccnc2ccncc12,0.8944,4.381307514,3.7548,2.8604
4846,Cc1cc(-c2ccc3c(c2)Oc2ccccc2N3C)cc(C)c1-c1ccnc2cnncc12,0.0029,2.814202988,2.5091,2.5062
4847,Cc1cc(-c2ccc3c(c2)Oc2ccccc2N3C)cc(C)c1-c1ccc(-c2ccccn2)cc1,0.5855,3.575033732,3.3186,2.7331
4848,Cc1cc(-c2ccc3c(c2)Oc2ccccc2N3C)cc(C)c1-c1ccc2c(c1)-c1ncccc1[SiH2:2]2,0.3918,3.391084668,3.1251,2.7333
4849,Cc1cc(-c2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)cc(C)c1-c1cccc2c1C(=O)NC2=O,0.2389,4.009055562,3.4232,3.1843
4850,Cc1cc(-c2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)cc(C)c1-c1cnc2oc3ncccc3c2c1,1.1507,4.733695144,4.2692,3.1185
4851,Cc1cc(-c2ccnc3c2[CH2:2]c2cccnc2[SiH2:2]3)cc(C)c1-c1ccc2c(c1)-c1cnccc1[SiH2:2]2,1.2097,4.783492006,4.1759,2.9662
4852,Cc1cc(N2c3ccccc3Sc3ccccc32)cc(C)c1-c1cncc2c1[nH]c1ccncc12,0.4131,3.791364362,3.4159,3.0028
4853,Cc1cc(-n2c3ccccc3c3c4ccccc4[nH]c32)cc(C)c1-c1cc(C=O)ccc1C=O,0.0012,2.127115138,1.8112,1.81
4854,Cc1cc(-c2ccc3c(=O)c4ccccc4n(C)c3c2)cc(C)c1-c1ccc(S(C)(=O)=O)cc1,0.788,3.913815662,3.4679,2.6799
4855,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)cc(C)c1-c1cccc2c1C(=O)NC2=O,0.0001,2.42589631,2.0785,2.0784
4856,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)cc(C)c1-c1ccc2c(c1)[nH]c1ncccc12,0.2042,3.609320096,3.3187,3.1145
4857,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)cc(C)c1-c1cncc2c1[SiH2:2]c1ccncc1-2,0.0002,3.028356706,2.7017,2.7015
4858,Cc1cc(-c2ccc3c(c2)N(C)c2ccccc2N3C)cc(C)c1-c1ccc(-c2ccccn2)cc1,0.3437,3.223734558,2.9762,2.6325
4859,Cc1cc(-c2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1cnc2cccnc2c1,0.689,4.492330026,3.6838,2.9948
4860,Cc1cc(-c2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1cc(C=O)ccc1C=O,0.3507,3.788371108,3.0724,2.7217
4861,Cc1cc(-c2cccc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1cccc2c1C(=O)NC2=O,0.1818,3.971775944,3.3335,3.1517
4862,Cc1cc(-c2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)cc(C)c1-c1cnc2ncccc2c1,0.6819,4.413144852,3.6936,3.0117
4863,Cc1cc(-c2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)cc(C)c1-c1cc(C=O)ccc1C=O,0.308,3.679797622,3.0196,2.7116
4864,Cc1cc(-c2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)cc(C)c1-c1ccc2c(=O)cc[nH]c2c1,0.6806,4.509745322,3.6965,3.0159
4865,Cc1cc(-c2ccc3c(c2)[SiH2]c2cnccc2[SiH2:2]3)cc(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,1.12,4.628931254,4.1518,3.0318
4866,Cc1cc(-c2ccc3c(c2)Sc2ccccc2N3C)cc(C)c1C#N,0.5775,3.689593726,3.2481,2.6706
4867,Cc1cc(-c2ccc3c(c2)Sc2ccccc2N3C)cc(C)c1-c1cncc2nccnc12,0.008,2.650934588,2.3555,2.3475
4868,Cc1cc(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1ccc(C#N)cc1C#N,0.7779,4.363620104,3.9856,3.2077
4869,Cc1cc(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1ccnc2ccncc12,1.1002,4.69668764,3.9576,2.8574
4870,Cc1cc(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1ccc(-c2ccccn2)cc1,1.2046,5.008530284,4.3126,3.108
4871,Cc1cc(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1ccc(S(C)(=O)=O)cc1,0.8239,5.24499735,4.2905,3.4666
4872,Cc1cc(-c2ccnc3c2[SiH2:2]c2cccnc2[SiH2]3)cc(C)c1-c1cnc2oc3ncccc3c2c1,1.1712,4.824036992,4.2902,3.119
4873,Cc1cc(-c2ccc3cc4c(cc3c2)c2ccccc2n4C)cc(C)c1-c1ccc(-c2ncccn2)cc1,1.0147,3.5646934,3.2728,2.2581
4874,Cc1cc(-c2ccc3cc4c(cc3c2)c2ccccc2n4C)cc(C)c1-c1cnc2c(c1)[SiH2:2]c1cccnc1-2,1.0155,3.56877511,3.2691,2.2536
4875,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C)c1-c1ccnnc1,0.8271,3.977490338,3.6017,2.7746
4876,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C)c1-c1ccc(C#N)c(C#N)c1,0.0011,3.11026302,2.8688,2.8677
4877,Cc1cc(-c2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc(C)c1-c1ccnnc1,0.518,3.452310318,3.1958,2.6778
4878,Cc1cc(-c2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc(C)c1-c1cnc2cnccc2c1,0.1,3.058017132,2.8203,2.7203
4879,Cc1cc(-c2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc(C)c1-c1ccc(-c2ccccn2)cc1,0.5521,3.487413024,3.2751,2.723
4880,Cc1cc(-n2c3ccccc3c3c4c(ccc32)[nH]c2ccccc24)cc(C)c1-c1cccc2cc3ccccc3cc12,0.9724,3.084140076,2.7691,1.7967
4881,Cc1cc(-c2ccc3c(c2)S(=O)(=O)c2ccccc2-3)cc(C)c1-c1cccnc1,1.1012,4.272461914,3.8247,2.7235
4882,Cc1cc(-c2ccc3c(c2)S(=O)(=O)c2ccccc2-3)cc(C)c1-c1ccc(-c2ccccn2)nc1,1.0884,4.267291748,3.8126,2.7242
4883,Cc1cc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc(C)c1-c1ccnc2ccncc12,0.7766,4.105383918,3.5348,2.7582
4884,Cc1cc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc(C)c1-c1cncc2nccnc12,0.211,3.410404762,2.9506,2.7396
4885,Cc1cc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc(C)c1-c1ccc(-c2cnccn2)cc1,0.7253,4.034362164,3.4741,2.7488
4886,Cc1cc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc(C)c1-c1cncc2c1[nH]c1ccncc12,0.7689,4.088240736,3.5217,2.7528
4887,Cc1cc(-c2ccc3c4ccccc4c4nccnc4c3c2)cc(C)c1-c1ccc2sc3ncccc3c2c1,0.7302,4.040620786,3.4789,2.7487
4888,Cc1cc(C)c(-c2cccc([SH](=O)=O)c2)c(C)c1C,0.7719,4.983223682,4.3453,3.5734
4889,Cc1cc(C)c(-c2ccc3c(c2)oc2ccccc23)c(C)c1C,1.3389,5.010435082,4.5091,3.1702
4890,Cc1cc(C)c(-c2ccc3c(c2)sc2ccccc23)c(C)c1C,1.0655,4.869752144,4.1917,3.1262
4891,Cc1cc(C)c(-c2ccnnc2)c(C)c1-c1ccc(-c2ccccn2)cc1,0.8373,4.878187678,3.6289,2.7916
4892,Cc1cc(C)c(-c2cccc3sccc23)c(C)c1-c1cccs1,1.5196,5.12526719,4.6195,3.0999
4893,Cc1cc(C)c(-n2cc[nH]c2=O)c(C)c1C1=CC(=O)NC1=O,0.0202,2.805223226,2.3602,2.34
4894,Cc1cc(C)c(-n2cc[nH]c2=O)c(C)c1-c1cncc2c1[nH]c1ccncc12,0.9942,4.771246876,4.2083,3.2141
4895,Cc1cc(C)c(-n2cc[nH]c2=O)c(C)c1-c1ccc2c(c1)-c1cccnc1[SiH2:2]2,0.7371,4.056947626,3.6954,2.9583
4896,CC(=O)c1ccc(-c2c(C)cc(C)c(Nc3ccccc3)c2C)cc1,0.1675,3.784289398,3.37,3.2025
4897,Cc1cc(C)c(-c2c(C#N)cc(C#N)cc2C#N)c(C)c1C1=Cc2ccccc2C1,0.0892,3.318974458,2.9372,2.848
4898,Cc1cc(C)c(-c2ccnc3c2ccc2cccnc23)c(C)c1C1=Cc2ccccc2C1,1.1594,4.359538394,3.9691,2.8097
4899,Cc1cc(C)c(-c2ccc3sc4ncccc4c3c2)c(C)c1C1=Cc2ccccc2C1,1.0973,4.366341244,3.9962,2.8989
4900,Cc1cc(C)c(-n2ccc3ccccc32)c(C)c1-c1c(F)c(F)cc(F)c1F,0.6293,4.339674072,3.8592,3.2299
4901,Cc1cc(C)c(-n2ccc3cnccc32)c(C)c1-c1cncc2ccccc12,1.0388,4.143479878,3.7726,2.7338
4902,Cc1cc(C)c(-n2ccc3cnccc32)c(C)c1-c1ccc(F)c(F)c1F,1.0126,4.837642692,4.2806,3.268
4903,Cc1cc(C)c(-n2ccc3cnccc32)c(C)c1-c1cnc2nccnc2n1,0.3019,3.004682788,2.642,2.3401
4904,Cc1cc(C)c(-c2ncncn2)c(C)c1-c1ccc2cnccc2c1,1.3456,4.548929738,4.1018,2.7562
4905,Cc1cc(C)c(-c2ccc3cnccc3c2)c(C)c1C1=CC(=O)NC1=O,0.5302,3.65585159,3.2018,2.6716
4906,Cc1cc(C)c(-c2ccc3cnccc3c2)c(C)c1-c1ccc(S(C)(=O)=O)cc1,1.531,4.797641934,4.2875,2.7565
4907,Cc1cc(C)c(-c2c[nH]c3nc4occc4nc23)c(C)c1-c1ccc2cnccc2c1,0.9168,4.287428184,3.6711,2.7543
4908,Cc1cc(C)c(-c2ccnc3c2ccc2cccnc23)c(C)c1-c1ccc2cnccc2c1,1.2559,4.7347836,4.0114,2.7555
4909,CC(=O)c1ccc(-c2c(C)cc(C)c(-c3ccnc4ncccc34)c2C)cc1,0.7281,4.777777612,3.7242,2.9961
4910,Cc1cc(C)c(-c2ccnc3ncccc23)c(C)c1-c1cnc2cnccc2c1,0.9263,4.739409538,3.7675,2.8412
4911,Cc1cc(C)c(-c2ccnc3ncccc23)c(C)c1-c1cc(C=O)ccc1C=O,0.3769,3.96878269,3.1102,2.7333
4912,Cc1cc(C)c(C2=CC(C)c3ccccc32)c(C)c1C1=CC(=O)NC1=O,0.2993,3.365505952,2.9556,2.6563
4913,Cc1cc(C)c(-c2cnc3cnccc3c2)c(C)c1C1=CC(C)c2ccccc21,0.9172,4.130418406,3.7595,2.8423
4914,Cc1cc(C)c(-c2ccnc3cnncc23)c(C)c1-c1cccc([SH](=O)=O)c1,0.3574,4.274366712,3.2331,2.8757
4915,Cc1cc(C)c(-c2ccnc3cnncc23)c(C)c1-c1cccc(C(F)(F)F)c1,0.3592,4.286339728,3.2432,2.884
4916,Cc1cc(C)c(-c2ccnc3cnncc23)c(C)c1-c1ccc2c(c1)oc1ccccc12,0.3598,4.049600548,3.2556,2.8958
4917,Cc1cc(C)c(-c2cc(F)c(F)c(F)c2)c(C)c1C#N,1.5221,5.574799518,4.8492,3.3271
4918,Cc1cc(C)c(-c2cc(F)c(F)c(F)c2)c(C)c1-c1cncnc1,0.5717,5.297243238,4.1575,3.5858
4919,CC(=O)c1ccc(-c2c(C)cc(C)c(-c3cc(F)c(F)c(F)c3)c2C)cc1,0.5311,4.942406582,3.7306,3.1995
4920,Cc1cc(C)c(-c2cnc3cnccc3c2)c(C)c1-c1cc(F)c(F)c(F)c1,1.0226,4.725803838,3.8654,2.8428
4921,Cc1cc(C)c(-c2cccc3c2C(=O)NC3=O)c(C)c1-c1cc2ccccc2s1,0.0983,3.573128934,3.2056,3.1073
4922,Cc1cc(C)c(-c2ccc(C#N)c(C#N)c2C#N)c(C)c1-c1cc2ccccc2s1,0.0097,3.287953462,2.9422,2.9325
4923,Cc1cc(C)c(-c2cc3ccccc3s2)c(C)c1-c1ccc(-c2ccncc2)cc1,1.2084,4.63001971,4.3205,3.1121
4924,Cc1cc(C)c(-c2cc3ccccc3s2)c(C)c1-c1ccc2c(c1)[nH]c1ccncc12,1.1783,4.868663688,4.2915,3.1132
4925,Cc1cc(C)c(-c2cncc3c2[SiH2:2]c2ccncc2-3)c(C)c1-c1cc2ccccc2s1,0.8201,4.170963392,3.8267,3.0066
4926,Cc1cc(C)c(-c2cccc3c(=O)cc[nH]c23)c(C)c1-c1ccc2c(c1)oc1ccccc12,0.71,4.550290308,3.7112,3.0012
4927,Cc1cc(C)c(-c2cccc3c(=O)cc[nH]c23)c(C)c1-c1ccc2c(c1)oc1ncccc12,0.7075,4.220760254,3.7088,3.0013
4928,Cc1cc(C)c(-c2cccc3c(=O)cc[nH]c23)c(C)c1-c1ccc(C(=O)C(F)(F)F)cc1,0.1356,3.441969986,3.1312,2.9956
4929,Cc1cc(C)c([SH](=O)=O)c(C)c1-c1ccc(-c2ccccn2)nc1,1.1043,4.947576748,4.1976,3.0933
4930,Cc1cc(C)c(-c2cnccn2)c(C)c1-c1ccc(-c2ccccn2)nc1,0.8305,4.779954524,3.9199,3.0894
4931,Cc1cc(C)c(-c2cccc3cc4ccccc4cc23)c(C)c1-c1ccc(-c2ccccn2)nc1,1.4415,3.568230882,3.2385,1.797
4932,Cc1cc(C)c(-n2ccc3cc4ccoc4cc32)c(C)c1-c1cccc2ccccc12,0.8783,3.929870388,3.574,2.6957
4933,Cc1cc(C)c(-c2c3ccoc3cc3ccoc23)c(C)c1-c1cccc2c1C(=O)C=CC2=O,0.0254,2.253648148,1.8629,1.8375
4934,Cc1cc(C)c(-c2c3ccoc3cc3ccoc23)c(C)c1-c1c[nH]c2nc3occc3nc12,0.7567,3.912182978,3.5341,2.7774
4935,Cc1cc(C)c(-c2c3ccoc3cc3ccoc23)c(C)c1-c1ccc2c(c1)Cc1ccccc1-2,1.5251,4.605257336,4.3047,2.7796
4936,Cc1cc(C)c(-n2ccc3nc4ccoc4nc32)c(C)c1-c1ccnnc1,0.8397,4.52389525,3.6126,2.7729
4937,Cc1cc(C)c(-n2ccc3nc4ccoc4nc32)c(C)c1-c1cnc2cccnc2c1,0.8425,4.166609568,3.6955,2.853
4938,Cc1cc(C)c(-c2cc3nc4ccoc4nc3o2)c(C)c1C1=CC(=O)NC1=O,0.2983,3.492311076,3.0023,2.704
4939,Cc1cc(C)c(-c2cncc3ccccc23)c(C)c1-c1cc2nc3ccoc3nc2o1,1.0972,4.229195788,3.8266,2.7294
4940,Cc1cc(C)c(-c2cc3nc4ccoc4nc3o2)c(C)c1-c1ccc(-c2ccccn2)nc1,1.0782,4.215317974,3.8138,2.7356
4941,Cc1cc(C)c(-c2cccc3cc4ccccc4cc23)c(C)c1-c1cc2nc3ccoc3nc2o1,1.3989,3.527685896,3.1958,1.7969
4942,Cc1cc(C)c(-c2cc3nc4ccoc4nc3o2)c(C)c1-c1ccc2c(c1)-c1cnccc1[SiH2:2]2,1.0877,4.22865156,3.8265,2.7388
4943,Cc1cc(C)c(C2c3ccccc3-c3ccccc32)c(C)c1C1=CC(=O)C=CC1=O,0.0982,2.40548776,2.0483,1.9501
4944,Cc1cc(C)c(C2c3ccccc3-c3ccccc32)c(C)c1-c1cccc2sccc12,1.4738,4.990298646,4.5506,3.0768
4945,Cc1cc(C)c(C2c3ccccc3-c3ccccc32)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9737,4.348653834,3.9505,2.9768
4946,Cc1cc(C)c(-n2c3ccccc3c3ccccc32)c(C)c1-c1c2ccoc2cc2ccoc12,1.1469,4.343211554,3.9241,2.7772
4947,Cc1cc(C)c(-n2c3ccccc3c3ccccc32)c(C)c1-c1ccc2c(c1)[nH]c1cnccc12,0.6565,4.172323962,3.8352,3.1787
4948,Cc1cc(C)c(-c2ccc3c(c2)oc2ccccc23)c(C)c1-c1ccc(C#N)cc1,1.1683,4.702674148,4.3347,3.1664
4949,Cc1cc(C)c(-c2ccc3c(c2)oc2ccccc23)c(C)c1-c1ccc(C#N)c(C#N)c1,0.5053,3.952183736,3.6409,3.1356
4950,Cc1cc(C)c(-c2ccc3c(c2)oc2ccccc23)c(C)c1-c1cccc(C(F)(F)F)c1,1.3358,4.97832563,4.4997,3.1639
4951,Cc1cc(C)c(-c2ccc(C#N)c(C#N)c2C#N)c(C)c1-c1ccc2c(c1)oc1ccccc12,0.1342,3.433534452,3.1113,2.9771
4952,Cc1cc(C)c(-c2coc3nc4occc4nc23)c(C)c1-c1ccc2c(c1)oc1ccccc12,0.8321,4.162799972,3.7189,2.8868
4953,Cc1cc(C)c(-c2ccc3c(c2)oc2ccccc23)c(C)c1-c1ccc2c(c1)Cc1ccccc1-2,1.4229,4.792199654,4.4851,3.0622
4954,Cc1cc(C)c(-c2c(F)c(F)cc(F)c2F)c(C)c1-c1ccc2c(c1)[nH]c1ncccc12,0.9709,4.738593196,4.0799,3.109
4955,Cc1cc(C)c(-n2c3ccccc3c3ccncc32)c(C)c1-c1ccc2c(=O)cc[nH]c2c1,0.6757,4.423485184,3.6889,3.0132
4956,Cc1cc(C)c([SH](=O)=O)c(C)c1-n1c2ccccc2c2cnccc21,0.6723,4.561446982,3.8968,3.2245
4957,Cc1cc(C)c(-n2c3ccccc3c3cnccc32)c(C)c1-c1ccnc2ccncc12,0.6916,3.936945352,3.5457,2.8541
4958,Cc1cc(C)c(-n2c3ccccc3c3cnccc32)c(C)c1-c1ccc(C#N)c(C#N)c1C#N,0.004,3.028356706,2.6558,2.6518
4959,Cc1cc(C)c(-n2c3ccccc3c3cnccc32)c(C)c1-c1ccc(-c2cccnc2)cc1,1.0034,4.607706362,4.2289,3.2255
4960,Cc1cc(C)c(-c2cccc3cc4ccccc4cc23)c(C)c1-c1ccc2c(c1)oc1ncccc12,1.4417,3.565237628,3.2353,1.7936
4961,Cc1cc(C)c(N(c2ccccc2)c2ccccc2)c(C)c1-c1ccc(-c2ccncc2)cc1,0.2334,3.801704694,3.437,3.2036
4962,Cc1cc(C)c(-c2cnc3oc4ncccc4c3c2)c(C)c1-c1ccc2c(c1)[nH]c1ncccc12,0.8195,4.219943912,3.9291,3.1096
4963,Cc1cc(C)c(-c2cncc3nccnc23)c(C)c1-c1ccc2cc(N(C)C)ccc2c1,0.0073,2.69937088,2.4092,2.4019
4964,Cc1cc(C)c(-c2cncc3c2[nH]c2ccncc23)c(C)c1-c1ccc2cc(N(C)C)ccc2c1,1.1042,4.035178506,3.6788,2.5746
4965,Cc1cc(C)c(-c2cnc3oc4ncccc4c3c2)c(C)c1-c1ccc2cc(N(C)C)ccc2c1,0.5902,3.435167136,3.1616,2.5714
4966,Cc1cc(C)c(-c2ccc3cc(N(C)C)ccc3c2)c(C)c1-c1ccc(C(=O)C(F)(F)F)cc1,0.0858,2.916789966,2.6471,2.5613
4967,Cc1cc(C)c(-c2cnc3ncccc3c2)c(C)c1-c1cc2c3c(c1)CCCN3CCC2,0.0111,3.147542638,2.8287,2.8176
4968,Cc1cc(C)c(-c2cnc3cccnc3c2)c(C)c1-c1cc2c3c(c1)CCCN3CCC2,0.0097,3.118698554,2.8002,2.7905
4969,Cc1cc(C)c(-c2ccc3c(c2)sc2ccccc23)c(C)c1-c1cc2c3c(c1)CCCN3CCC2,0.3948,3.81367771,3.5122,3.1174
4970,CC(=O)c1ccc(-c2c(C)cc(C)c(-c3ccc4cnc5ccccc5c4c3)c2C)cc1,0.9219,4.64362541,3.7333,2.8114
4971,Cc1cc(C)c(-c2coc3nc4occc4nc23)c(C)c1-c1ccnc2c1ccc1cccnc12,0.9795,4.310013646,3.7904,2.8109
4972,Cc1cc(C)c(-c2nccc3[nH]ccc23)c(C)c1-c1ccc2c(c1)C(C)c1ccccc1-2,1.4188,4.890160694,4.462,3.0432
4973,Cc1cc(C)c(-c2ccc3c(c2)C(C)c2ccccc2-3)c(C)c1-c1cccc([SH](=O)=O)c1,1.1617,4.54022209,4.2057,3.044
4974,Cc1cc(C)c(-c2ccc3c(c2)C(C)c2ccccc2-3)c(C)c1-c1ccc(-c2ccncc2)cc1,1.2334,4.572059428,4.2776,3.0442
4975,Cc1cc(C)c(-c2ccc3c(c2)C(C)c2ccccc2-3)c(C)c1-c1ccc2c(c1)-c1cnccc1[SiH2:2]2,1.0555,4.302394454,4.0143,2.9588
4976,Cc1cc(C)c(-c2c[nH]c3nc4occc4nc23)c(C)c1-c1ccc2c3ccccc3n(C)c2c1,0.67,3.779119232,3.4581,2.7881
4977,Cc1cc(C)c(-c2c[nH]c3nc4occc4nc23)c(C)c1-c1ccc2c(c1)-c1cnccc1[SiH2:2]2,0.8593,4.271373458,3.6561,2.7968
4978,Cc1cc(C)c(-c2ccc3c(c2)-c2ncccc2[SiH2:2]3)c(C)c1-c1ccc(-c2cccnc2)cc1,1.2753,4.77968241,4.2671,2.9918
4979,Cc1cc(C)c(-c2cccc3sccc23)c(C)c1-c1ccc2c(c1)-c1cccnc1[SiH2:2]2,1.2344,4.54838551,4.1916,2.9572
4980,Cc1cc(C)c(-c2ccnc3cnncc23)c(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,0.3596,4.29531949,3.2523,2.8927
4981,Cc1cc(C)c(-c2cncc3c2[SiH2:2]c2ccncc2-3)c(C)c1-c1ccc2c(c1)-c1ccncc1[SiH2:2]2,0.9919,4.672741608,3.9777,2.9858
4982,Cc1cc(C)c(N2c3ccccc3Oc3ccccc32)c(C)c1-c1ccc(C(=O)C(F)(F)F)cc1,0.0066,2.456373078,2.1234,2.1168
4983,Cc1cc(C)c(-c2cccc3ccccc23)c(C)c1-c1ccc2c(c1)sc1ccccc12,1.4844,4.722266356,4.1762,2.6918
4984,Cc1cc(C)c(-c2ccc3c(c2)sc2ccccc23)c(C)c1-c1ccc2c(c1)[nH]c1ccncc12,1.0565,4.840635946,4.1803,3.1238
4985,Cc1cc(C)c(-c2ccc3c(c2)sc2ccccc23)c(C)c1-c1ccc2c(c1)oc1ncccc12,1.0587,4.520357768,4.1723,3.1136
4986,Cc1cc(C)c(-c2cnc3ccccc3c2)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,1.1519,4.790294856,3.9598,2.8079
4987,Cc1cc(C)c(-c2ccc(F)c(F)c2F)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9924,4.856690672,3.968,2.9756
4988,Cc1cc(C)c(-c2coc3nc4occc4nc23)c(C)c1-c1cnc2c(c1)-c1cccnc1[SiH2:2]2,0.9038,4.382668084,3.7962,2.8924
4989,Cc1cc(C)c(-c2cncc3nccnc23)c(C)c1-c1cnc2c(c1)[SiH2:2]c1cccnc1-2,0.5014,3.858304406,3.2355,2.7341
4990,Cc1cc(C)c(-c2cncc3c2[SiH2:2]c2ccncc2-3)c(C)c1-c1cccc([SH](=O)=O)c1,1.0127,4.70485106,3.9971,2.9844
4991,Cc1cc(C)c(-c2cccc3cc4ccccc4cc23)c(C)c1-c1cncc2c1[SiH2:2]c1ccncc1-2,1.4382,3.558979006,3.2352,1.797
4992,Cc1cc(C)c(-c2cccc3ccccc23)c(C)c1-c1ccc2c(c1)Oc1ccccc1O2,1.3201,4.336952932,4.0155,2.6954
4993,Cc1cc(C)c(-c2ccc3c(c2)Oc2ccccc2O3)c(C)c1-c1ccc(-c2ccccn2)cc1,0.833,4.219399684,3.9464,3.1134
4994,Cc1cc(C)c(-c2cccc3sccc23)c(C)c1-c1ccc2c(c1)sc1ncccc12,0.9897,4.53750095,4.0887,3.099
4995,Cc1cc(C)c(-c2ccc3c(c2)sc2ncccc23)c(C)c1-c1ccc(-c2ccncc2)cc1,0.9835,4.772335332,4.092,3.1085
4996,Cc1cc(C)c(-c2cnc3sc4ncccc4c3c2)c(C)c1-c1cnc2ncccc2c1,0.7105,4.554644132,3.7157,3.0052
4997,Cc1cc(C)c([SH](=O)=O)c(C)c1P(c1ccccc1)c1ccccc1,0.3989,4.508112638,3.7842,3.3853
4998,Cc1cc(C)c(P(c2ccccc2)c2ccccc2)c(C)c1-c1cncc2nccnc12,0.0275,3.099106346,2.7084,2.6809
4999,Cc1cc(C)c(P(c2ccccc2)c2ccccc2)c(C)c1-c1ccc(-c2cccnc2)cc1,0.7756,4.44090048,4.0552,3.2796
