Index,SMILES,ST Gap,HL Gap,S1,T1
1005,O=C1C=CC(=O)C(C#Cc2ccc3cnccc3c2)=C1,0.8361,2.794882894,2.434,1.5979
1006,C(#Cc1cnc2ccccc2c1)c1ccc2cnccc2c1,1.3074,3.832997804,3.5765,2.2691
1007,C(#Cc1ccnc2ccncc12)c1ccc2cnccc2c1,1.2647,3.762248164,3.4752,2.2105
1008,C(#Cc1nc2cc3ncoc3nc2o1)c1ccc2cnccc2c1,1.2442,3.785922082,3.5267,2.2825
1009,C(#Cc1ccc2cnccc2c1)c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.3038,3.917353144,3.6391,2.3353
1010,C(#Cc1cccc2ncccc12)c1nnn[nH]1,1.4534,4.082254228,3.8147,2.3613
1011,C(#Cc1cccc2ncccc12)c1cnccn1,1.3374,3.872998562,3.5978,2.2604
1012,C(#Cc1cccc2ncccc12)c1ncns1,1.3561,3.800344124,3.5574,2.2013
1013,N#Cc1ccc(C#Cc2cccc3ncccc23)cc1C#N,1.1802,3.584013494,3.335,2.1548
1014,N#Cc1ccc(C#Cc2cccc3ncccc23)c(C#N)c1,1.122,3.50210718,3.2297,2.1077
1015,C(#Cc1cccc2ncncc12)c1cccc2ncccc12,1.1919,3.58510195,3.2748,2.0829
1016,C(#Cc1cccc2sccc12)c1cccc2ncccc12,1.1602,3.659661186,3.3337,2.1735
1017,O=Cc1ccc(C=O)c(C#Cc2cccc3ncccc23)c1,0.7529,3.35788676,2.9306,2.1777
1018,C(#Cc1cccc2ncccc12)c1ccc(-c2cnccn2)cc1,1.1547,3.61095278,3.3227,2.168
1019,C(#Cc1c[nH]c2nc3occc3nc12)c1cccc2ncccc12,0.9388,3.59326537,3.1246,2.1858
1020,C(#Cc1cccc2ncccc12)c1nc2cc3ncoc3nc2o1,1.2301,3.687961042,3.421,2.1909
1021,C(#Cc1cccc2ncccc12)c1ccc2c(c1)[nH]c1cnccc12,1.1685,3.681974534,3.3776,2.2091
1022,C(#Cc1cccc2ncccc12)c1ccc2c(c1)oc1ncccc12,1.161,3.641429548,3.3513,2.1903
1023,C(#Cc1cccc2ncccc12)c1cncc2c1[SiH2:2]c1ccncc1-2,1.189,3.87626393,3.4796,2.2906
1024,C(#Cc1cccc2ncccc12)c1cnc2sc3ncccc3c2c1,1.2256,3.82456227,3.4922,2.2666
1025,O=[SH](=O)C#Cc1ccnc2ncccc12,0.7532,4.411512168,3.3801,2.6269
1026,C(#Cc1ccnc2ncccc12)c1cnco1,1.2077,3.920346398,3.5027,2.295
1027,C(#Cc1ccnc2ncccc12)c1cncc2ccccc12,1.189,3.754084744,3.4006,2.2116
1028,FC(F)(F)c1cccc(C#Cc2ccnc3ncccc23)c1,1.1098,4.038988102,3.5017,2.3919
1029,C(#Cc1ccnc2ncccc12)c1ccc(-c2cnccn2)cc1,1.1627,3.719526266,3.4209,2.2582
1030,C(#Cc1ccnc2ncccc12)c1ccc(-c2ccccn2)nc1,1.1578,3.7279618,3.4252,2.2674
1031,C(#Cc1ccnc2ncccc12)c1ccc2c(c1)oc1ccccc12,1.0919,3.673811114,3.3724,2.2805
1032,C(#Cc1ccnc2ncccc12)c1ccc2c(c1)[nH]c1cnccc12,1.0488,3.733131966,3.3496,2.3008
1033,C(#Cc1ccnc2ncccc12)c1cncc2c1[SiH2:2]c1ccncc1-2,1.0807,3.992728722,3.4847,2.404
1034,C(#Cc1ccnc2ncccc12)c1ccc2sc3ncccc3c2c1,1.1203,3.790003792,3.4654,2.3451
1035,CC1C=C(C#Cc2cnccn2)c2ccccc21,1.4193,3.940482834,3.6527,2.2334
1036,CC1C=C(C#CC2=CC(=O)C=CC2=O)c2ccccc21,0.7147,2.465897068,2.1105,1.3958
1037,CC1C=C(C#Cc2cccc3ccccc23)c2ccccc21,1.4748,3.79735087,3.5535,2.0787
1038,CC1C=C(C#Cc2cncc3ccccc23)c2ccccc21,1.3734,3.73204351,3.45,2.0766
1039,CC1C=C(C#Cc2ccnc3ccncc23)c2ccccc21,1.3009,3.675988026,3.3874,2.0865
1040,CC1C=C(C#Cc2ccc(S(C)(=O)=O)cc2)c2ccccc21,1.463,3.954632762,3.6965,2.2335
1041,CC1C=C(C#Cc2c3nc[nH]c3cc3[nH]cnc23)c2ccccc21,1.4465,3.676804368,3.4931,2.0466
1042,CC1C=C(C#Cc2cnc3c(c2)-c2cccnc2[SiH2:2]3)c2ccccc21,1.3962,3.882794666,3.6105,2.2143
1043,CC1C=C(C#Cc2ccc3sc4ncccc4c3c2)c2ccccc21,1.3457,4.091506104,3.6253,2.2796
1044,N#CC#Cc1ccnc2cnncc12,0.2346,3.543196394,2.7171,2.4825
1045,O=[SH](=O)C#Cc1ccnc2cnncc12,0.2562,3.665103466,2.7963,2.5401
1046,C(#Cc1ccnc2cnncc12)c1cnco1,0.6761,3.775853864,2.9342,2.2581
1047,FC(F)(F)C#Cc1ccnc2cnncc12,0.2736,3.777758662,2.8773,2.6037
1048,C(#Cc1ccnc2cnncc12)c1cncs1,0.7075,3.720614722,2.914,2.2065
1049,O=Cc1ccc(C#Cc2ccnc3cnncc23)cc1,0.6004,3.600340334,2.8653,2.2649
1050,CC(=O)c1ccc(C#Cc2ccnc3cnncc23)cc1,0.6123,3.658300616,2.8933,2.281
1051,N#Cc1ccc(C#Cc2ccnc3cnncc23)c(C#N)c1,0.3202,3.21638748,2.5588,2.2386
1052,O=C1C=CC(=O)c2c(C#Cc3ccnc4cnncc34)cccc21,0.2306,2.778556054,2.3301,2.0995
1053,C(#Cc1c[nH]c2nc3occc3nc12)c1ccnc2cnncc12,0.8189,3.704015768,3.0737,2.2548
1054,C(#Cc1ccnc2cnncc12)c1nc2nc3nc[nH]c3nc2[nH]1,0.6178,3.409044192,2.7718,2.154
1055,C(#Cc1ccnc2cnncc12)c1ccc2c(c1)Cc1ccccc1-2,0.8221,3.442514214,3.0098,2.1877
1056,Cn1ccc2c(C#Cc3nncs3)cccc21,1.0233,3.656667932,3.3088,2.2855
1057,Cn1ccc2c(C#Cc3nccc4[nH]ccc34)cccc21,1.1185,3.745104982,3.4228,2.3043
1058,CC(=O)c1ccc(C#Cc2cccc3c2ccn3C)cc1,0.9423,3.473807324,3.1779,2.2356
1059,Cn1ccc2c(C#Cc3cccc4c3C(=O)NC4=O)cccc21,0.5509,3.227544154,2.7991,2.2482
1060,Cn1ccc2c(C#Cc3ccc(-c4cnccn4)cc3)cccc21,0.8849,3.412037446,3.1102,2.2253
1061,Cn1ccc2c(C#Cc3coc4nc5occc5nc34)cccc21,0.6872,3.393805808,2.9653,2.2781
1062,Cn1ccc2c(C#Cc3nc4nc5ncoc5cc4o3)cccc21,0.9172,3.497209128,3.1662,2.249
1063,Cn1ccc2c(C#Cc3ccc4c(c3)[nH]c3cnccc34)cccc21,0.9845,3.615850832,3.2988,2.3143
1064,CC1c2ccccc2-c2ccc(C#Cc3cccc4c3ccn4C)cc21,1.062,3.655035248,3.342,2.28
1065,Cn1ccc2c(C#Cc3ccc4c(c3)-c3cnccc3[SiH2:2]4)cccc21,0.9434,3.596802852,3.2587,2.3153
1066,Cn1ccc2c(C#Cc3ccc4c(c3)-c3cccnc3[SiH2:2]4)cccc21,1.004,3.667552492,3.3288,2.3248
1067,Fc1cc(C#Cc2nnn[nH]2)cc(F)c1F,1.5519,4.618590922,4.3757,2.8238
1068,Fc1cc(C#Cc2ccnnc2)cc(F)c1F,0.6209,4.158174034,3.1424,2.5215
1069,O=C1C=C(C#Cc2cc(F)c(F)c(F)c2)C(=O)N1,1.2347,3.610680666,3.2297,1.995
1070,Fc1cc(C#Cc2cccc3nn[nH]c23)cc(F)c1F,1.3761,4.057763968,3.812,2.4359
1071,Fc1cc(C#Cc2cccc3ccccc23)cc(F)c1F,1.3504,3.861569774,3.5843,2.2339
1072,Cn1cnc2c(C#Cc3cc(F)c(F)c(F)c3)cccc21,1.3425,4.099669524,3.8362,2.4937
1073,O=C1NC(=O)c2c(C#Cc3cc(F)c(F)c(F)c3)cccc21,0.854,3.878440842,3.3864,2.5324
1074,Fc1cc(C#Cc2nc3cc4ncoc4nc3o2)cc(F)c1F,1.2462,3.97150383,3.7152,2.469
1075,Fc1cc(C#Cc2ccc3c(c2)[nH]c2ccncc23)cc(F)c1F,1.2073,3.988374898,3.7111,2.5038
1076,Fc1cc(C#Cc2ccc3c(c2)[nH]c2cnccc23)cc(F)c1F,1.0828,4.00143637,3.5945,2.5117
1077,Fc1cc(C#Cc2cccc3c2cnc2ccccc23)cc(F)c1F,1.2274,3.920890626,3.5776,2.3502
1078,Fc1cc(C#Cc2ccc3c(c2)-c2cnccc2[SiH2:2]3)cc(F)c1F,1.2798,4.111098312,3.8005,2.5207
1079,C(#Cc1cc2ccccc2s1)c1ncncn1,1.2304,3.713539758,3.4683,2.2379
1080,CC(=O)c1ccc(C#Cc2cc3ccccc3s2)cc1,1.2203,3.596258624,3.3833,2.163
1081,N#Cc1ccc(C#Cc2cc3ccccc3s2)c(C#N)c1,1.1094,3.395166378,3.1651,2.0557
1082,Fc1cc(F)c(F)c(C#Cc2cc3ccccc3s2)c1F,1.3651,3.84088911,3.6273,2.2622
1083,C(#Cc1c[nH]c2nc3occc3nc12)c1cc2ccccc2s1,0.8435,3.506733118,3.0421,2.1986
1084,C(#Cc1coc2nc3occc3nc12)c1cc2ccccc2s1,0.9827,3.614762376,3.1938,2.2111
1085,C(#Cc1cc2ccccc2s1)c1nc2cc3ncoc3nc2o1,1.2397,3.609320096,3.3895,2.1498
1086,C(#Cc1cc2ccccc2s1)c1ccc2c(c1)[nH]c1ccccc12,1.196,3.663742896,3.4092,2.2132
1087,C(#Cc1nc2ccccc2s1)c1nncs1,1.2682,3.87218222,3.6026,2.3344
1088,N#Cc1ccc(C#Cc2nc3ccccc3s2)cc1,1.2167,3.773676952,3.5228,2.3061
1089,C(#Cc1cccc2ccccc12)c1nc2ccccc2s1,1.2268,3.637619952,3.3525,2.1257
1090,C(#Cc1cccc2ncncc12)c1nc2ccccc2s1,1.1904,3.631905558,3.3423,2.1519
1091,C(#Cc1cncc2nccnc12)c1nc2ccccc2s1,0.9175,3.343736832,2.987,2.0695
1092,C(#Cc1c2nc[nH]c2cc2[nH]cnc12)c1nc2ccccc2s1,1.1796,3.53476086,3.2938,2.1142
1093,C(#Cc1nc2ccccc2s1)c1nc2nc3ncoc3nc2o1,1.0936,3.535032974,3.2933,2.1997
1094,C(#Cc1nc2ccccc2s1)c1ccc2c(c1)-c1ncccc1[SiH2:2]2,1.2097,3.87490336,3.5732,2.3635
1095,C(#Cc1nc2ccccc2s1)c1ccc2c(c1)-c1cccnc1[SiH2:2]2,1.2043,3.863746686,3.5579,2.3536
1096,C(#Cc1c2ncsc2cc2ncsc12)c1nc2ccccc2s1,1.1305,3.595170168,3.3076,2.1771
1097,O=c1cc[nH]c2c(C#Cc3ncncn3)cccc12,0.5963,3.47353521,3.0136,2.4173
1098,O=c1cc[nH]c2c(C#Cc3cccc4ncncc34)cccc12,0.861,3.44632381,3.045,2.184
1099,O=c1cc[nH]c2c(C#Cc3ccc(-c4ccncc4)cc3)cccc12,0.8879,3.695036006,3.2893,2.4014
1100,O=c1cc[nH]c2c(C#Cc3nc4nc5ncoc5cc4o3)cccc12,0.719,3.489317822,3.0547,2.3357
1101,O=c1cc[nH]c2c(C#Cc3ccc4c(c3)oc3ncccc34)cccc12,0.8668,3.60687107,3.2244,2.3576
1102,O=c1cc[nH]c2c(C#Cc3cncc4c3[nH]c3ccncc34)cccc12,0.9085,3.785377854,3.3565,2.448
1103,C(#Cc1nnc[nH]1)c1ccc(-c2ccccn2)nc1,1.2627,4.032185252,3.7705,2.5078
1104,C(#Cn1ccc2cc3ccoc3cc21)c1cncs1,1.0864,4.0408929,3.676,2.5896
1105,C(#Cn1ccc2cc3ccoc3cc21)c1cccc2ccccc12,1.1104,3.797622984,3.4393,2.3289
1106,N#Cc1cc(C#N)c(C#Cn2ccc3cc4ccoc4cc32)c(C#N)c1,0.6339,3.08985447,2.8015,2.1676
1107,C(#Cn1ccc2cc3ccoc3cc21)c1ccc(-c2ccccn2)nc1,0.8265,3.679797622,3.3572,2.5307
1108,C(#Cn1ccc2cc3ccoc3cc21)c1c[nH]c2nc3occc3nc12,0.4835,3.298838022,2.8093,2.3258
1109,C(#Cn1ccc2cc3ccoc3cc21)c1nc2nc3ncoc3cc2o1,0.7516,3.778575004,3.4362,2.6846
1110,C(#Cn1ccc2cc3ccoc3cc21)c1nc2cc3ncoc3nc2o1,0.7762,3.793541274,3.4537,2.6775
1111,C(#Cn1ccc2cc3ccoc3cc21)c1ccc2c(c1)[nH]c1ccccc12,0.9261,3.963612524,3.6107,2.6846
1112,C(#Cn1ccc2cc3ccoc3cc21)c1ccc2c(c1)-c1cccnc1[SiH2:2]2,0.8301,3.838984312,3.4783,2.6482
1113,C(#Cn1ccc2cc3ccoc3cc21)c1cncc2c1[SiH2:2]c1ccncc1-2,0.5203,3.655035248,3.2312,2.7109
1114,C(#Cc1c2ccoc2cc2ccoc12)c1nnn[nH]1,1.2821,3.833542032,3.5944,2.3123
1115,O=C1C=C(C#Cc2c3ccoc3cc3ccoc23)C(=O)N1,0.954,2.922232246,2.656,1.702
1116,O=C1C=CC(=O)C(C#Cc2c3ccoc3cc3ccoc23)=C1,0.6302,2.264260594,1.9426,1.3124
1117,CC(=O)c1ccc(C#Cc2c3ccoc3cc3ccoc23)cc1,1.0708,3.470269842,3.2231,2.1523
1118,N#Cc1ccc(C#Cc2c3ccoc3cc3ccoc23)cc1C#N,0.9211,3.27353142,3.0043,2.0832
1119,C(#Cc1c2ccoc2cc2ccoc12)c1cnc2ccccc2c1,1.1373,3.557074208,3.2945,2.1572
1120,O=[SH](=O)c1cccc(C#Cc2c3ccoc3cc3ccoc23)c1,1.1962,3.698301374,3.4412,2.245
1121,C(#Cc1c2ccoc2cc2ccoc12)c1ccc(-c2cnccn2)cc1,1.0146,3.426731602,3.1599,2.1453
1122,C(#Cc1c2ccoc2cc2ccoc12)c1ccc(-c2ncccn2)cc1,1.039,3.437888276,3.1798,2.1408
1123,C(#Cc1c2ccoc2cc2ccoc12)c1ccc2c(c1)sc1ccccc12,1.127,3.58102024,3.3211,2.1941
1124,C(#Cn1cnc2cc3nc[nH]c3cc21)c1nnc[nH]1,1.1,4.671925266,4.1751,3.0751
1125,FC(F)(F)C#Cn1cnc2cc3nc[nH]c3cc21,1.3579,4.977781402,4.4661,3.1082
1126,N#Cc1ccc(C#Cn2cnc3cc4nc[nH]c4cc32)cc1,0.8813,3.900482076,3.5586,2.6773
1127,CC(=O)c1ccc(C#Cn2cnc3cc4nc[nH]c4cc32)cc1,0.8452,3.798439326,3.4757,2.6305
1128,CS(=O)(=O)c1ccc(C#Cn2cnc3cc4nc[nH]c4cc32)cc1,0.8281,4.07898886,3.6874,2.8593
1129,O=C1C=CC(=O)c2c(C#Cn3cnc4cc5nc[nH]c5cc43)cccc21,0.251,2.335010234,1.9446,1.6936
1130,C(#Cn1cnc2cc3nc[nH]c3cc21)c1nc2nc3ncoc3cc2o1,0.7601,3.868916852,3.5009,2.7408
1131,C(#Cn1cnc2cc3nc[nH]c3cc21)c1nc2cc3ncoc3nc2o1,0.8017,3.911366636,3.5435,2.7418
1132,O=C(c1ccc(C#Cn2cnc3cc4nc[nH]c4cc32)cc1)C(F)(F)F,0.7055,3.390812554,3.1134,2.4079
1133,C(#Cn1cnc2cc3nc[nH]c3cc21)c1cccc2c1cnc1ccccc12,0.9501,3.845515048,3.4307,2.4806
1134,N#CC#Cn1ccc2nc3ccoc3nc21,1.0225,4.485255062,3.9252,2.9027
1135,C(#Cn1ccc2nc3ccoc3nc21)c1cnoc1,0.707,4.1089214,3.5119,2.8049
1136,C(#Cn1ccc2nc3ccoc3nc21)c1nccc2[nH]ccc12,0.589,3.824834384,3.3098,2.7208
1137,C(#Cn1ccc2nc3ccoc3nc21)c1cccc2nccnc12,0.9012,3.61231335,3.1676,2.2664
1138,C(#Cn1ccc2nc3ccoc3nc21)c1ccc(-c2cnccn2)cc1,0.7966,3.890958086,3.3781,2.5815
1139,C(#Cn1ccc2nc3ccoc3nc21)c1nc2nc3ncoc3cc2o1,0.8108,4.094499358,3.5886,2.7778
1140,C(#Cn1ccc2nc3ccoc3nc21)c1nc2cc3ncoc3nc2o1,0.8278,4.118989618,3.6006,2.7728
1141,C(#Cn1ccc2nc3ccoc3nc21)c1ccc2c(c1)[nH]c1cnccc12,0.5717,3.856399608,3.3127,2.741
1142,C(#Cn1ccc2nc3ccoc3nc21)c1ccc2c(c1)[nH]c1ncccc12,0.5742,3.775853864,3.2531,2.6789
1143,C(#Cn1ccc2nc3ccoc3nc21)c1cnc2sc3ncccc3c2c1,0.6253,3.96742212,3.417,2.7917
1144,N#CC#Cn1cnc2nc3nc[nH]c3cc21,0.684,4.896147202,3.9556,3.2716
1145,C(#Cn1cnc2nc3nc[nH]c3cc21)c1nnco1,1.0643,4.703218376,4.277,3.2127
1146,N#Cc1ccc(C#Cn2cnc3nc4nc[nH]c4cc32)c(C#N)c1C#N,0.6715,3.469181386,3.085,2.4135
1147,C(#Cn1cnc2nc3nc[nH]c3cc21)c1c2nc[nH]c2cc2[nH]cnc12,1.2088,3.932319414,3.6456,2.4368
1148,C(#Cn1cnc2nc3nc[nH]c3cc21)c1nc2nc3ncoc3cc2o1,0.9521,4.091506104,3.738,2.7859
1149,C(#Cn1cnc2nc3nc[nH]c3cc21)c1ccc2c(c1)[nH]c1ccncc12,1.0794,4.18647389,3.8348,2.7554
1150,C(#Cn1cnc2nc3nc[nH]c3cc21)c1ccc2c(c1)oc1ncccc12,1.0284,4.01640264,3.6973,2.6689
1151,C(#Cn1cnc2nc3nc[nH]c3cc21)c1cnc2oc3ncccc3c2c1,0.68,4.116268478,3.6649,2.9849
1152,C(#Cn1cnc2nc3nc[nH]c3cc21)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,1.0981,4.1769499,3.8049,2.7068
1153,C(#Cc1nccc2[nH]ccc12)c1nc2cc3ocnc3cc2o1,1.0906,3.67898128,3.3839,2.2933
1154,O=C1NC(=O)c2c(C#Cc3nc4cc5ocnc5cc4o3)cccc21,0.9233,3.600340334,3.2452,2.3219
1155,C(#Cc1nc2cc3ocnc3cc2o1)c1ccc(-c2ccccn2)cc1,1.106,3.672722658,3.4033,2.2973
1156,C(#Cc1c2ccoc2cc2ccoc12)c1nc2cc3ocnc3cc2o1,1.1284,3.512719626,3.271,2.1426
1157,C(#Cc1c2nc[nH]c2cc2[nH]cnc12)c1nc2cc3ocnc3cc2o1,1.1485,3.50482832,3.2741,2.1256
1158,C(#Cc1nc2cc3ocnc3cc2o1)c1ccc2c(c1)[nH]c1ccccc12,1.0499,3.663198668,3.3803,2.3304
1159,C(#Cc1ccnc2c1ccc1cccnc12)c1nc2cc3ocnc3cc2o1,1.0348,3.635170926,3.2878,2.253
1160,C(#Cc1nc2cc3ocnc3cc2o1)c1cnc2c(c1)-c1cccnc1[SiH2:2]2,1.132,3.744016526,3.469,2.337
1161,C(#Cc1cc2nc3ccoc3nc2o1)c1cnc2nccnc2n1,0.6153,3.257748808,2.6593,2.044
1162,C(#Cc1cc2nc3ccoc3nc2o1)c1ccc(-c2ccncc2)cc1,1.1497,3.535849316,3.2958,2.1461
1163,C(#Cc1c[nH]c2nc3occc3nc12)c1cc2nc3ccoc3nc2o1,1.0179,3.506461004,3.1546,2.1367
1164,C(#Cc1cc2nc3ccoc3nc2o1)c1ccc2c(c1)Cc1ccccc1-2,1.0671,3.401425,3.1618,2.0947
1165,C(#Cc1cc2nc3ccoc3nc2o1)c1ccc2c(c1)[nH]c1ccncc12,1.0861,3.460745852,3.2207,2.1346
1166,C(#Cc1cc2nc3ccoc3nc2o1)c1cnc2sc3ncccc3c2c1,1.1395,3.597891308,3.3411,2.2016
1167,C(#Cn1cnc2nc3nc[nH]c3nc21)c1nnn[nH]1,0.7983,4.596821802,3.811,3.0127
1168,C(#Cn1cnc2nc3nc[nH]c3nc21)c1cncnc1,0.8251,4.445526418,3.8113,2.9862
1169,C(#Cn1cnc2nc3nc[nH]c3nc21)c1ccnnc1,0.7011,4.434369744,3.3224,2.6213
1170,C(#Cn1cnc2nc3nc[nH]c3nc21)c1cnc2ncccc2c1,1.092,4.112186768,3.7227,2.6307
1171,C(#Cn1cnc2nc3nc[nH]c3nc21)c1cnc2cnccc2c1,1.2291,4.154908666,3.802,2.5729
1172,C(#Cn1cnc2nc3nc[nH]c3nc21)c1cnc2cccnc2c1,1.0362,4.103207006,3.6669,2.6307
1173,O=c1cc[nH]c2cc(C#Cn3cnc4nc5nc[nH]c5nc43)ccc12,0.6419,4.067832186,3.5361,2.8942
1174,C(#Cn1cnc2nc3nc[nH]c3nc21)c1ccc(-c2cccnc2)cc1,0.7921,4.094227244,3.5998,2.8077
1175,C(#Cn1cnc2nc3nc[nH]c3nc21)c1c2nc[nH]c2cc2[nH]cnc12,0.8804,3.819392104,3.3361,2.4557
1176,C(#Cn1cnc2nc3nc[nH]c3nc21)c1ccc2c(c1)oc1ccccc12,0.7481,3.96334041,3.4926,2.7445
1177,C(#Cn1cnc2nc3nc[nH]c3nc21)c1ccc2c(c1)sc1ccccc12,0.7896,3.990279696,3.5163,2.7267
1178,C(#CC1c2ccccc2-c2ccccc21)c1ncncn1,0.4919,4.080077316,3.5647,3.0728
1179,C(#CC1c2ccccc2-c2ccccc21)c1nccc2[nH]ccc12,1.3762,4.586209356,4.189,2.8128
1180,C(#CC1c2ccccc2-c2ccccc21)c1cccc2ocnc12,1.2152,4.635189876,4.1663,2.9511
1181,C(#CC1c2ccccc2-c2ccccc21)c1cnc2cnccc2c1,0.9983,4.038443874,3.627,2.6287
1182,O=Cc1ccc(C=O)c(C#CC2c3ccccc3-c3ccccc32)c1,0.3222,3.399520202,2.9982,2.676
1183,N#Cc1ccc(C#CC2c3ccccc3-c3ccccc32)c(C#N)c1C#N,0.2767,3.322784054,2.8915,2.6148
1184,O=C1C=CC(=O)c2c(C#CC3c4ccccc4-c4ccccc43)cccc21,0.2706,2.714065036,2.2944,2.0238
1185,C(#CC1c2ccccc2-c2ccccc21)c1nc2nc3ocnc3nc2o1,0.6869,3.638436294,3.2231,2.5362
1186,C(#CC1c2ccccc2-c2ccccc21)c1nc2nc3ncoc3nc2o1,0.6304,3.715172442,3.2955,2.6651
1187,C(#CC1c2ccccc2-c2ccccc21)c1ccc2c(c1)[nH]c1ccccc12,1.1053,4.456138864,3.919,2.8137
1188,C(#CC1c2ccccc2-c2ccccc21)c1cccc2c1cnc1ccccc12,1.2394,4.289060868,3.8181,2.5787
1189,CC1c2ccccc2-c2ccc(C#CC3c4ccccc4-c4ccccc43)cc21,1.3564,4.389470934,4.0781,2.7217
1190,C(#CC1c2ccccc2-c2ccccc21)c1ccc2c(c1)sc1ccccc12,1.1758,4.422124614,3.9705,2.7947
1191,C(#CC1c2ccccc2-c2ccccc21)c1ccc2sc3ncccc3c2c1,0.8617,4.429743806,3.8428,2.9811
1192,N#CC#Cn1c2ccccc2c2ccccc21,0.5264,4.7756007,3.6908,3.1644
1193,C(#Cn1c2ccccc2c2ccccc21)c1cnoc1,0.767,4.71301448,3.9491,3.1821
1194,C(#Cn1c2ccccc2c2ccccc21)c1cccnc1,0.9205,4.352735544,3.8672,2.9467
1195,C(#Cn1c2ccccc2c2ccccc21)c1ccnnc1,0.7182,4.085519596,3.4263,2.7081
1196,CC(=O)c1ccc(C#Cn2c3ccccc3c3ccccc32)cc1,0.9002,3.763064506,3.4644,2.5642
1197,C(#Cn1c2ccccc2c2ccccc21)c1cnc2ncccc2c1,0.8185,3.639796864,3.2826,2.4641
1198,C(#Cn1c2ccccc2c2ccccc21)c1ccnc2ccncc12,0.9508,3.709458048,3.3515,2.4007
1199,FC(F)(F)c1cccc(C#Cn2c3ccccc3c3ccccc32)c1,0.9533,4.323075118,3.8689,2.9156
1200,Fc1cc(F)c(F)c(C#Cn2c3ccccc3c3ccccc32)c1F,0.9668,4.23409384,3.8496,2.8828
1201,C(#Cn1c2ccccc2c2ccccc21)c1ccc2c(c1)[nH]c1ccncc12,0.9211,3.981572048,3.6125,2.6914
1202,C(#Cn1c2ccccc2c2ccccc21)c1ccc2c(c1)oc1ncccc12,0.8612,3.767962558,3.4431,2.5819
1203,C(#Cn1c2ccccc2c2ccccc21)c1cccc2c1cnc1ccccc12,0.8865,3.7687789,3.3269,2.4404
1204,CC1c2ccccc2-c2ccc(C#Cn3c4ccccc4c4ccccc43)cc21,0.9943,3.960075042,3.5908,2.5965
1205,C(#Cn1c2ccccc2c2ccccc21)c1ccc2c(c1)-c1cnccc1[SiH2:2]2,0.8132,3.830820892,3.4542,2.641
1206,C(#Cc1ccc2c(c1)oc1ccccc12)c1cnc2ncccc2c1,1.0438,3.664287124,3.3681,2.3243
1207,C(#Cc1cccc2scnc12)c1ccc2c(c1)oc1ccccc12,1.1226,3.791636476,3.4869,2.3643
1208,C(#Cc1ccc2c(c1)oc1ccccc12)c1ccc(-c2ccncc2)cc1,1.0711,3.76469719,3.461,2.3899
1209,C(#Cc1ccc2c(c1)oc1ccccc12)c1ccc(-c2cccnc2)cc1,1.0862,3.79190859,3.4849,2.3987
1210,C(#Cc1ccc2c(c1)oc1ccccc12)c1ccc(-c2ccccn2)nc1,1.0479,3.672994772,3.3759,2.328
1211,C(#Cc1ccc2c(c1)oc1ccccc12)c1ccc2c(c1)[nH]c1ccncc12,1.0517,3.739118474,3.4389,2.3872
1212,C(#Cc1ccnc2c1ccc1cccnc12)c1ccc2c(c1)oc1ccccc12,1.0604,3.721703178,3.3764,2.316
1213,C(#Cc1ccc2c(c1)oc1ccccc12)c1ccc2c(c1)-c1cnccc1[SiH2:2]2,1.0872,3.793813388,3.4869,2.3997
1214,C(#Cc1c2ncsc2cc2ncsc12)c1ccc2c(c1)oc1ccccc12,1.0598,3.58510195,3.2826,2.2228
1215,C(#Cc1cnco1)c1ccc2c(c1)[nH]c1ncccc12,1.2604,3.898305164,3.6611,2.4007
1216,N#Cc1ccc(C#Cc2ccc3c(c2)[nH]c2ncccc23)cc1,1.1006,3.709185934,3.4467,2.3461
1217,C(#Cc1cccc2ncncc12)c1ccc2c(c1)[nH]c1ncccc12,1.042,3.537754114,3.2124,2.1704
1218,O=Cc1ccc(C=O)c(C#Cc2ccc3c(c2)[nH]c2ncccc23)c1,0.5761,3.237612372,2.8376,2.2615
1219,O=c1cc[nH]c2cc(C#Cc3ccc4c(c3)[nH]c3ncccc34)ccc12,1.0293,3.817487306,3.4702,2.4409
1220,FC(F)(F)c1cccc(C#Cc2ccc3c(c2)[nH]c2ncccc23)c1,1.1756,3.93612901,3.6511,2.4755
1221,C(#Cc1ccc2c(c1)[nH]c1ncccc12)c1ccc(-c2ccncc2)cc1,1.0521,3.731499282,3.4289,2.3768
1222,O=C(c1ccc(C#Cc2ccc3c(c2)[nH]c2ncccc23)cc1)C(F)(F)F,0.9402,3.36605018,3.1392,2.199
1223,C(#Cc1ccc2c(c1)sc1ccccc12)c1ccc2c(c1)[nH]c1ncccc12,1.0369,3.697212918,3.3948,2.3579
1224,C(#Cn1c2ccccc2c2ccncc21)c1nncs1,0.9584,4.18103161,3.7558,2.7974
1225,C(#Cn1c2ccccc2c2ccncc21)c1cncc2nccnc12,0.6502,3.154617602,2.7267,2.0765
1226,C(#Cn1c2ccccc2c2ccncc21)c1cnc2nccnc2n1,0.457,3.311083152,2.7723,2.3153
1227,C(#Cn1c2ccccc2c2ccncc21)c1cccc2scnc12,0.8847,3.99327295,3.5456,2.6609
1228,O=c1cc[nH]c2cc(C#Cn3c4ccccc4c4ccncc43)ccc12,0.7277,4.113547338,3.5725,2.8448
